species_id;sex;hindfoot_length;weight
OT;M;21;21
PF;F;14;7
DS;F;49;128
OL;F;21;33
DM;F;35;51
PM;M;22;25
OT;F;20;28
OL;M;21;34
NL;F;31;109
DM;M;36;48
DM;M;37;50
DS;F;49;141
OL;F;19;35
PF;F;14;8
DM;M;38;52
DM;F;36;49
DM;M;36;25
OL;M;21;36
NL;F;30;186
RM;M;14;7
DO;M;34;51
OL;M;20;41
DM;F;33;27
DM;M;34;21
PE;M;19;20
NL;M;31;153
PM;M;21;23
DM;M;36;53
DM;F;35;43
OT;M;19;22
DM;M;35;44
DM;F;34;45
DM;F;35;50
DO;F;33;54
DM;M;36;43
DS;M;48;110
DS;F;52;118
DM;F;36;41
DM;M;36;49
OT;F;20;22
DM;F;34;36
DO;F;31;42
OL;M;19;19
OT;M;19;22
NL;F;33;122
OL;M;21;29
DM;M;36;44
DM;M;35;51
DS;F;47;118
NL;F;31;168
DM;M;36;36
DM;M;36;46
DM;F;36;43
DM;M;34;46
DM;F;35;45
DM;F;35;42
OT;M;19;19
DM;M;36;43
DM;M;35;46
OL;F;19;29
DS;F;53;134
OL;F;21;31
DM;F;34;40
DM;M;38;53
NL;F;33;122
DM;M;36;48
DM;M;38;54
DM;F;35;45
OT;M;20;20
OT;M;20;24
DM;F;36;48
OT;M;18;23
OT;M;20;22
OT;F;20;23
DM;M;35;42
DM;F;33;41
DS;M;49;134
DM;M;39;48
OL;M;21;36
DO;M;34;44
NL;F;33;217
DO;M;37;50
PF;M;15;8
DS;F;52;154
DS;M;49;141
DM;F;34;42
OL;F;20;35
DS;F;50;143
RM;F;15;9
DM;F;34;39
RM;F;12;11
DM;M;34;39
PP;M;22;16
DM;M;37;46
DM;F;35;50
PE;F;18;18
DS;F;50;103
DM;M;36;46
DM;M;38;49
PE;M;19;21
DM;M;37;36
DO;M;35;53
PF;F;16;10
DM;F;34;33
DM;M;38;37
DO;F;33;29
DS;M;47;132
PF;M;15;8
OT;M;21;23
DM;F;36;36
OT;F;20;21
OL;M;20;29
DM;F;36;49
OL;M;21;23
OL;M;20;32
OL;F;20;24
DM;M;38;47
OT;M;19;22
RM;F;17;12
DS;F;52;150
DM;M;37;49
OL;F;21;34
DM;F;35;40
DS;F;51;132
DM;F;34;25
OL;M;21;36
DO;F;34;50
DM;M;37;45
DM;M;35;47
DM;M;38;46
DM;F;32;29
DS;F;50;136
DM;M;37;45
RM;F;18;9
OL;F;21;27
NL;F;32;214
OT;M;20;20
OT;F;21;25
DM;M;35;40
OL;F;21;30
DM;M;36;48
NL;F;32;114
DS;M;52;131
PF;M;16;8
RM;F;17;9
RM;M;16;9
DO;F;36;51
PE;F;20;17
DM;M;37;26
DO;M;31;32
OT;M;20;25
DS;F;46;114
OL;M;22;31
DM;M;35;49
DO;M;33;50
DS;M;50;142
RM;M;16;10
PF;F;16;9
NL;M;35;187
DO;M;34;50
DM;F;37;52
DM;M;38;44
DM;F;36;43
DM;M;35;42
OT;M;20;23
DM;F;36;46
DM;F;35;37
DM;F;34;42
DM;F;36;44
DS;F;48;113
DM;M;36;48
DM;F;35;39
OT;M;21;21
NL;M;35;239
DM;M;34;42
OT;F;21;20
DM;F;37;46
NL;M;35;241
OT;F;20;21
DM;M;35;43
DM;M;36;48
DM;M;37;47
DM;F;34;39
DM;M;37;36
DM;F;36;39
DM;M;37;49
DM;M;35;45
DM;F;35;40
NL;M;32;168
DO;M;34;32
DO;M;34;29
DM;F;36;44
DM;M;37;51
DM;F;35;46
OT;M;20;22
DO;F;36;43
OL;F;21;26
DM;F;36;37
OL;M;22;36
OT;M;20;20
OL;M;21;36
DM;M;37;45
DM;M;35;40
DM;F;36;37
RM;F;15;10
PF;M;14;7
DS;F;50;120
DS;M;48;131
OL;F;21;38
DO;F;35;53
DM;F;36;49
DS;F;47;68
DM;M;36;51
DM;F;36;43
DM;F;36;38
OL;F;21;34
OT;F;19;20
PF;F;15;7
DM;F;37;40
NL;F;33;120
DS;F;50;141
DM;F;36;40
DM;M;38;40
DM;M;37;44
DM;F;36;42
DM;M;36;37
DM;F;36;36
DM;M;38;54
PF;F;15;7
PF;F;16;7
NL;F;33;184
OT;F;20;22
DM;F;36;48
DM;F;37;61
DO;F;35;54
DM;F;34;41
OT;M;19;25
OT;F;21;27
PF;F;15;7
DM;M;35;50
DS;M;51;142
DM;M;35;47
OL;F;22;35
RM;M;15;10
RM;F;16;12
OL;M;21;39
DO;F;35;50
DS;M;52;128
RM;F;17;16
OT;F;20;25
OL;F;21;32
DO;F;33;47
DM;M;35;43
DO;M;34;44
DS;M;53;133
RM;F;14;8
DM;F;35;40
DM;M;35;47
PE;M;20;21
DM;F;36;42
PF;M;15;9
PE;F;22;19
DS;F;50;103
OL;F;19;37
RM;M;16;10
DM;F;34;36
DO;F;35;52
DO;F;33;46
OL;M;21;35
DM;F;34;23
DM;F;35;24
DM;F;37;40
DM;M;37;51
DS;M;54;147
DM;F;35;43
DM;F;36;48
PE;M;21;23
DO;F;37;55
DO;M;36;52
DM;F;37;46
DS;M;52;147
DM;M;35;48
DS;M;52;155
DS;M;50;129
DM;F;32;38
DM;M;36;50
DM;F;33;40
OT;F;19;29
DS;M;52;126
DM;F;34;37
DO;M;34;52
DM;F;36;37
DS;M;45;81
DS;M;46;79
DM;F;35;46
DM;M;36;47
DM;F;34;40
DM;M;36;49
DS;M;51;143
DM;F;35;36
DM;M;36;41
DM;F;35;38
DM;M;37;51
DM;F;36;39
DM;M;35;45
DM;M;36;48
DM;M;36;47
DM;M;38;56
DM;M;35;39
DM;F;36;41
DM;M;36;46
DM;F;37;42
DM;M;34;44
DM;F;32;49
DM;M;37;46
DM;M;36;51
DM;F;36;46
NL;F;34;170
DS;M;50;134
DS;F;52;136
DS;M;51;87
DM;M;36;46
PF;M;15;7
OL;F;20;33
DM;M;37;47
PF;F;15;5
OT;M;21;26
OT;F;20;26
RM;M;14;8
DM;M;34;42
DM;M;37;51
RM;M;16;11
RM;M;17;11
PF;F;15;7
DS;M;51;105
PF;M;14;7
DM;F;36;46
RM;F;17;9
DS;M;47;71
DS;M;53;143
DM;M;37;42
NL;F;32;147
RM;F;16;9
DS;F;50;142
DM;F;36;45
OL;M;21;37
DM;M;35;43
OT;F;20;24
RM;M;15;8
PE;F;21;21
OL;F;23;41
OL;M;21;40
PF;M;14;8
DM;F;36;42
PF;F;14;7
DM;F;34;45
DS;F;45;61
DS;M;47;91
DS;F;46;92
DS;M;47;113
DS;F;47;97
DS;M;48;81
DS;M;47;90
DM;M;33;19
OT;F;17;10
DS;M;52;145
DS;M;52;122
OT;M;19;10
DS;F;49;108
PF;M;15;8
DM;F;34;44
OL;M;19;36
DM;M;34;34
DS;F;50;130
DM;F;37;43
DS;F;47;105
OL;M;21;38
PE;F;20;33
DM;M;36;49
DO;M;34;51
DS;M;43;45
DS;F;51;154
PF;F;15;8
DS;M;49;133
DM;F;35;41
DS;M;52;148
NL;M;30;119
DS;F;49;127
DS;M;52;144
DS;M;50;140
DM;F;36;40
DS;F;48;78
DS;M;46;104
DS;F;47;72
DS;M;50;142
DM;M;36;53
PP;M;20;17
DS;M;49;113
DS;F;46;73
OT;F;22;28
DS;M;48;120
DS;M;48;102
DM;M;36;29
DS;F;49;138
DO;F;34;53
DM;F;34;27
NL;M;32;207
PP;F;20;19
DS;M;50;78
DM;M;35;30
DM;M;35;31
DS;M;47;97
DS;M;45;84
DM;M;37;45
DS;F;49;68
DM;M;36;49
PF;M;14;7
PF;M;14;7
OL;F;20;24
DS;F;52;154
DM;M;36;48
DS;M;49;104
DM;M;33;43
OL;F;20;39
PF;M;14;6
DM;M;35;43
DS;F;47;72
DM;F;35;30
OL;M;21;39
DS;F;49;79
DS;M;49;133
DM;F;36;56
DS;M;52;138
DS;M;48;99
DS;M;53;134
DS;F;46;102
DS;M;48;134
DM;M;36;43
DM;F;36;48
PF;F;14;8
PF;F;15;7
DM;M;36;47
NL;F;33;189
DO;F;35;43
NL;M;32;73
DS;M;49;86
DS;M;49;105
DM;M;36;45
DS;F;48;123
NL;M;32;98
NL;F;31;87
NL;F;30;75
NL;F;33;174
DM;F;35;50
DS;M;55;142
DM;M;36;54
DO;M;35;54
DS;F;50;153
DS;F;52;105
DS;M;52;149
DS;F;46;115
DS;F;46;78
DM;F;35;43
DS;M;50;123
DS;F;52;125
DS;M;51;91
DS;M;49;95
DS;M;50;88
DS;M;47;53
DS;F;48;103
DS;F;47;54
DM;F;34;41
DM;M;37;49
DS;M;50;122
DM;F;36;43
DS;M;49;105
DS;F;49;112
DS;F;51;130
DM;M;37;44
DS;M;50;102
DM;M;38;46
DM;F;36;53
DS;M;48;122
OL;F;19;28
DM;F;36;51
DS;F;50;69
OL;M;20;35
DM;M;34;41
DS;F;52;151
DS;M;52;109
DS;F;49;93
DS;M;47;82
PE;M;20;22
DO;F;36;56
DM;F;34;45
DM;M;35;46
DO;M;33;26
DM;M;37;48
DS;M;48;103
DS;M;50;136
NL;F;34;187
PF;M;15;7
DO;F;35;51
PP;F;21;11
DS;M;47;101
DS;M;46;54
DS;M;54;133
DO;F;35;58
DS;M;50;141
DS;M;50;144
DS;M;47;123
DS;M;50;118
PE;M;19;18
DS;F;51;80
DO;M;34;49
NL;M;32;209
DM;M;35;37
DS;F;47;97
DS;F;50;102
DS;M;51;105
DO;M;36;44
DM;M;35;40
DS;F;51;90
DM;F;34;52
OL;F;20;32
DM;F;35;31
NL;M;35;241
DS;M;51;132
NL;F;32;150
DM;F;35;48
DS;M;50;77
PP;F;21;7
DM;F;34;38
DS;M;52;135
DS;M;50;124
PP;M;21;17
DM;F;35;39
DM;M;35;42
PF;M;15;7
DS;M;51;96
DM;M;35;43
DS;F;49;124
DS;M;49;106
DM;F;35;29
DS;M;47;111
DM;F;35;53
DM;M;35;28
DM;F;36;25
DM;M;34;20
DS;F;46;106
DS;M;51;111
OT;F;20;33
PF;M;16;7
DM;F;37;42
DS;M;52;131
DM;M;36;40
NL;F;29;75
DM;M;36;45
DS;M;47;90
PE;M;20;24
PE;F;20;35
PF;M;16;7
DS;M;52;113
DO;M;34;24
OT;F;20;32
NL;F;34;191
DS;F;50;104
DM;M;37;47
DS;M;53;135
DS;M;51;143
DS;M;50;143
DS;F;50;93
DS;F;50;108
DM;F;35;41
DO;M;34;34
DO;M;36;49
NL;M;32;207
DO;F;36;47
DS;M;53;122
DO;F;35;47
DS;M;45;71
DO;M;36;44
DM;M;38;42
DM;M;37;54
DM;F;36;43
NL;F;33;80
PF;M;16;7
DM;M;36;48
DS;M;52;134
DS;M;50;95
DM;F;34;32
DM;F;35;46
DM;F;35;50
PP;F;21;14
DS;M;49;136
PF;F;15;7
DM;M;35;29
DS;F;50;128
PF;F;14;8
OT;M;19;18
DS;M;49;114
DS;M;50;92
DM;M;35;45
DM;F;34;19
OL;F;21;33
DM;M;36;43
DM;F;35;43
DO;M;34;39
DM;M;36;46
DS;M;51;121
PF;M;15;8
DO;M;34;32
DS;M;51;140
NL;F;31;108
DS;M;46;99
DS;M;49;134
DS;M;49;115
OL;F;21;34
DO;M;36;46
DS;M;53;134
DS;M;47;102
DO;M;35;51
DM;M;37;43
DS;M;50;149
DS;F;49;113
OL;M;21;35
DM;M;36;29
NL;M;31;83
NL;F;33;154
NL;F;33;173
PP;F;20;13
DM;M;37;55
DM;F;37;50
PF;F;16;9
PF;M;16;10
DS;M;49;137
DM;F;35;44
DS;M;51;131
DM;F;36;53
DS;M;53;138
PF;F;16;10
DM;M;34;35
PF;M;14;6
DM;M;35;41
OT;M;21;30
PP;F;21;18
DM;F;34;42
OT;F;19;25
DM;M;35;42
DS;M;51;143
DM;F;37;42
PF;F;14;10
DS;F;51;136
DM;F;36;28
DS;M;47;120
DS;F;50;111
DM;M;36;45
NL;F;33;139
DS;M;45;115
DM;M;34;34
PP;F;21;9
OT;F;19;18
DM;M;37;51
DS;M;51;131
DS;M;53;108
PP;F;23;16
DS;M;53;124
DS;M;52;111
DS;M;49;114
DS;M;52;120
OL;F;20;35
DS;F;54;150
DS;M;51;145
DS;F;50;124
NL;M;31;143
PF;F;15;9
DS;F;51;122
PF;M;16;8
DM;F;35;33
DS;M;54;134
DM;M;38;49
DO;M;35;52
OT;M;21;21
PE;F;21;27
PF;M;14;8
DS;F;48;110
PF;F;16;8
OT;M;20;16
DM;M;36;41
PF;M;15;8
PP;F;22;16
OT;M;19;16
DS;M;53;141
PF;M;16;10
DM;F;35;52
NL;F;32;172
PP;F;21;13
DM;M;35;45
DS;M;49;139
DM;F;35;55
DM;M;37;55
PF;F;15;6
DS;M;52;138
DS;F;47;109
OT;F;20;21
DM;M;37;44
PF;F;14;8
DM;F;37;51
DM;F;36;39
PP;F;21;14
DS;F;51;130
DS;M;49;129
DM;M;36;47
PF;F;15;6
OT;F;21;29
DS;M;52;144
OL;F;23;38
PP;F;21;16
DS;F;50;119
OL;M;20;15
RM;F;17;13
OT;F;20;35
DS;M;47;128
OT;M;21;20
DS;F;50;151
DM;M;37;38
OT;M;20;24
DS;F;49;128
DM;F;36;43
OT;F;20;22
NL;M;31;171
OT;F;20;24
DM;M;37;39
DS;M;51;149
DM;M;38;52
DS;F;51;124
DM;M;34;39
DM;M;37;46
NL;M;31;212
PF;F;14;7
OL;M;19;18
OL;M;20;18
DS;M;52;150
DS;M;51;130
DS;M;53;142
OT;F;20;26
DO;F;34;49
PF;F;16;8
PE;M;20;18
DM;F;37;41
DM;M;37;39
DS;M;51;140
OT;F;20;26
OL;F;20;32
OT;M;19;22
DM;F;36;45
NL;F;33;200
DM;M;37;47
OT;M;19;26
OT;M;20;11
DS;M;51;140
DS;M;48;121
DS;F;53;137
DS;F;52;126
PF;M;16;7
DS;M;47;116
DM;M;38;48
DS;F;47;110
PF;M;15;8
DS;M;50;137
DM;M;34;45
DM;M;36;49
DS;F;49;120
DM;M;37;44
DM;M;36;61
OL;M;20;36
OT;M;20;25
DM;F;36;42
OT;F;19;13
OL;F;20;16
OT;M;21;23
DM;F;35;62
OT;F;19;25
DM;M;36;47
PP;F;21;14
DM;M;37;40
OT;M;20;22
DM;F;37;40
DM;M;35;40
DS;M;51;131
PE;F;20;21
DS;M;50;149
OT;M;20;25
NL;F;34;193
DS;M;51;136
OT;M;22;24
OT;F;19;22
PF;M;15;7
DO;F;34;52
DS;M;52;154
DM;F;36;43
OT;F;19;33
DS;M;51;155
DM;M;35;40
DS;F;48;115
DS;F;49;121
NL;F;31;124
DO;F;36;47
DM;M;37;52
NL;M;33;153
OL;M;21;34
DM;M;37;35
DS;F;48;122
DS;F;52;144
DS;F;50;121
PF;F;16;7
PF;F;14;7
DO;F;36;50
DO;M;35;48
OL;F;20;27
NL;M;33;191
DM;M;39;48
DM;F;36;42
DS;F;50;133
OL;F;19;37
DS;M;51;127
DM;M;37;38
DM;F;35;39
DS;M;52;145
DO;M;35;50
DM;F;35;38
DO;F;36;53
DM;F;36;45
DS;M;51;146
DM;M;37;45
OT;F;19;20
DM;M;36;48
OT;F;20;28
DM;F;35;39
DM;M;36;43
DM;M;37;46
DS;F;51;129
DS;F;48;106
DM;F;34;40
DS;F;50;124
DM;F;36;46
DS;F;50;111
DS;F;47;104
DS;M;49;121
DO;M;35;47
DM;F;34;40
DM;F;37;43
DM;F;35;40
DM;M;36;40
DS;F;50;127
DM;M;36;46
DM;M;36;49
OT;F;19;20
DM;M;36;47
DM;F;35;38
DM;F;36;32
DM;M;35;46
OT;M;20;22
DS;M;48;125
DM;M;35;47
DM;F;35;39
DM;F;36;40
DS;M;50;146
DM;F;36;49
DM;M;38;47
DM;M;37;48
DO;F;35;41
DM;M;38;40
DM;F;36;45
DM;M;36;46
DO;M;33;50
DM;F;35;43
OT;F;21;22
DM;M;36;44
DS;F;50;131
PF;M;15;6
OL;F;19;15
DM;M;37;48
DS;M;49;133
OL;F;21;17
NL;F;31;193
DS;M;47;134
DS;M;50;127
DM;F;36;39
DM;F;34;51
OT;M;20;23
OL;F;20;38
DM;M;35;47
DS;M;52;138
DS;F;49;122
DM;F;36;44
DS;F;50;111
DM;M;36;45
PF;F;15;7
DM;M;34;42
DS;F;50;126
DS;M;48;135
OT;F;20;21
OL;M;20;33
DM;M;37;46
DM;M;38;51
DM;F;36;47
DS;F;50;117
DM;M;36;56
OL;F;20;21
DM;M;36;47
DM;M;36;41
PF;F;15;7
OL;F;20;31
PF;M;14;7
DM;M;37;40
DM;F;36;35
OT;F;20;30
DO;M;35;56
DO;M;34;51
DS;F;51;147
DM;M;34;48
DM;F;35;43
DM;F;37;46
DM;F;37;46
DM;F;33;35
NL;F;33;198
OT;F;21;35
OL;M;21;33
DS;M;52;148
OL;F;19;26
NL;M;33;174
PF;M;15;7
DO;M;36;50
OL;F;21;39
OT;M;21;23
OL;F;19;25
DM;M;35;49
DS;M;53;154
DM;M;34;47
DM;M;38;51
OT;F;20;26
DM;M;34;33
DS;M;53;149
OL;M;21;40
DM;F;35;47
DS;M;52;152
OT;M;20;22
DS;F;47;139
DM;F;37;44
DS;F;48;120
PF;F;16;7
DS;M;48;139
DM;M;35;42
DM;M;36;41
DO;F;36;66
DM;M;36;46
DO;M;34;49
DM;F;35;35
OT;F;19;21
DM;F;35;46
PF;F;15;7
DS;F;51;123
DM;M;36;45
DS;M;49;127
DM;M;35;48
DO;F;36;49
DO;F;34;52
DM;M;35;51
DM;M;36;44
DS;M;52;126
DM;M;37;43
DM;M;36;32
DM;M;36;47
DM;M;39;54
DM;F;36;40
DM;M;35;49
DS;M;50;135
DS;F;47;145
DM;M;36;51
DO;M;36;56
DM;M;36;43
DM;M;35;46
DM;F;36;41
DM;F;34;48
DM;F;36;41
DM;M;37;49
DS;F;47;118
DS;M;49;119
DO;M;35;50
DS;F;49;131
DS;M;50;134
DM;F;36;43
DM;M;35;52
DO;M;34;52
DM;F;35;43
DM;F;36;41
DM;M;36;48
DM;M;35;45
DM;F;35;44
DS;M;48;133
DS;M;51;151
DM;M;34;37
DM;M;35;45
DM;M;37;49
DM;F;35;56
DM;M;33;29
PM;M;21;21
DM;M;37;52
DM;F;37;44
DS;M;49;130
DS;M;50;131
DM;M;36;48
DM;F;36;47
OT;M;20;22
PF;F;16;7
NL;F;31;120
NL;F;33;189
DM;F;37;40
DO;F;35;54
DS;M;52;137
OL;M;21;36
DM;F;37;52
DM;M;38;48
DM;M;36;51
DM;M;37;40
DM;F;37;43
DS;M;46;120
PF;M;15;8
DS;F;51;127
DS;F;49;120
DM;M;37;60
DS;F;47;150
DS;F;49;147
OT;M;20;23
DS;M;51;140
NL;F;35;189
DS;F;45;129
DS;F;49;130
DO;F;35;59
OT;F;20;30
DM;F;31;31
PF;F;15;7
DM;M;37;52
OL;F;21;33
NL;M;31;116
DM;F;35;46
DM;F;35;59
PE;F;20;19
DM;M;36;44
DM;M;40;52
DM;M;36;34
PE;F;19;19
DM;M;36;49
DS;M;50;140
DM;F;35;46
NL;F;29;118
DM;M;37;38
NL;F;32;192
DO;F;34;49
DS;M;50;130
DO;F;35;57
DM;M;36;49
RM;M;16;11
OL;M;19;37
OT;M;22;24
PF;M;15;9
OL;F;19;34
PP;F;20;14
DS;M;48;130
RM;F;16;12
DS;F;51;158
DO;F;34;57
DS;F;47;116
DM;F;33;34
OT;F;17;24
DS;F;49;131
DS;F;48;136
OL;M;20;37
OT;M;19;24
DS;M;50;148
DM;F;37;48
DO;F;36;46
OT;M;19;28
DM;F;36;46
OL;F;17;36
DS;M;49;139
DS;F;47;120
OT;F;19;28
DM;M;36;43
OL;F;20;33
DO;M;32;39
DM;M;36;51
DM;F;35;45
DM;M;35;47
DO;M;34;45
OT;M;20;27
DM;M;37;50
DS;F;51;136
DS;M;48;121
DM;F;36;46
DM;F;37;40
DM;F;36;37
NL;F;33;200
DM;M;37;55
DM;M;36;48
DM;F;36;41
DM;F;36;47
DS;M;50;127
OT;M;20;24
DS;M;48;132
DS;M;53;123
DM;M;35;49
DS;M;50;148
DO;M;35;57
DS;M;46;124
DO;F;36;59
DM;F;35;47
DM;F;35;40
DM;M;37;48
PE;M;21;25
PM;F;19;26
DS;F;45;130
DS;M;49;128
DM;M;35;49
DM;F;34;32
DM;M;37;50
DM;F;37;47
DS;F;47;138
DM;F;36;55
DM;M;36;53
DO;M;37;37
NL;M;35;173
DS;F;51;150
OL;F;20;37
RM;M;16;11
DM;M;35;54
DM;F;34;47
PF;F;15;7
DS;M;57;156
NL;F;33;199
DM;F;35;53
OL;F;20;32
DS;F;48;135
DM;M;35;41
PF;M;15;8
DM;M;37;50
DS;M;52;144
DO;M;36;49
DM;F;36;33
DM;M;36;61
DO;F;37;43
DM;M;38;53
OL;M;20;39
DM;M;37;56
DS;F;51;142
DS;M;52;153
DM;M;36;52
OL;F;20;34
DM;F;36;44
DM;M;36;33
DM;F;37;46
DM;M;38;47
OL;F;21;42
DO;F;37;41
DM;M;36;42
PE;F;19;25
NL;F;32;195
OL;F;21;35
NL;F;30;135
PE;F;20;25
DS;F;50;137
PE;M;21;24
DS;M;51;132
DS;F;50;143
OL;F;21;37
DS;M;46;139
DM;M;36;38
DS;M;48;130
DS;M;48;122
PF;M;15;9
OL;M;21;42
DM;F;35;35
PF;F;15;7
RM;M;16;12
PP;F;21;15
DO;F;36;59
DS;F;48;158
DS;F;48;142
DS;M;49;147
DS;F;50;137
NL;M;32;218
DM;M;37;55
RM;M;16;9
DM;M;35;53
DS;F;51;126
DM;F;34;37
DM;M;36;60
OL;M;21;41
OT;M;20;28
OL;F;21;40
DM;M;36;49
DS;F;48;133
DM;M;38;55
DO;F;34;33
DM;F;36;47
DM;M;37;46
DM;F;37;48
DS;F;45;47
DM;F;36;46
PF;M;15;8
DM;F;36;43
DS;M;50;135
DS;M;52;147
PF;F;15;8
DM;M;37;48
DO;M;35;52
DS;F;51;136
DM;F;37;41
DM;F;35;39
DS;M;50;140
DO;M;34;51
DO;M;37;44
DS;M;48;130
DO;F;35;55
DM;M;37;50
DM;M;36;53
DO;M;36;52
DM;F;35;51
DO;F;36;57
DS;F;51;133
DM;M;36;47
DS;M;53;153
DO;M;35;47
DM;M;36;50
NL;M;34;174
DO;F;36;41
DM;M;36;48
DO;F;37;59
DS;M;50;136
DS;M;48;120
OL;F;20;34
DM;M;38;36
DO;F;35;57
DS;M;52;153
DM;M;37;49
DM;M;36;49
DM;M;36;44
DM;F;37;39
DM;M;37;39
DO;F;37;49
PF;M;15;7
DS;F;50;130
DM;M;36;49
OT;M;22;29
RM;M;17;10
OL;F;22;36
DS;M;51;142
RM;F;17;13
OT;F;21;11
DS;F;53;138
DM;M;37;39
OT;M;21;10
DS;M;53;141
DM;M;36;44
DO;F;34;28
DM;F;35;54
DM;F;36;39
DS;F;51;150
PF;M;16;9
OT;F;18;31
DS;F;51;126
DM;M;39;56
DS;F;48;120
DS;M;52;135
DM;F;36;38
DM;M;36;42
DS;F;47;66
DS;F;51;141
NL;M;36;223
DO;F;37;44
DM;M;37;52
OT;M;21;11
DS;M;53;136
DS;M;47;72
OT;M;21;11
DM;F;34;51
OT;F;22;31
PM;M;21;16
DM;M;35;51
OL;F;21;51
DM;M;35;43
DM;M;38;49
DO;F;36;50
DS;M;51;151
DS;M;50;82
DM;F;36;50
DM;F;36;47
DM;F;36;45
DS;M;55;148
DS;M;49;131
DM;M;37;49
DM;F;39;58
DM;M;37;51
DO;M;38;37
DS;F;50;124
DM;F;34;29
DM;F;36;43
DM;M;35;45
DM;M;37;48
DS;F;50;129
DS;F;54;128
DM;M;36;50
DM;M;38;56
DS;F;53;159
OT;F;20;28
OT;M;20;27
DS;M;51;89
DS;M;48;75
DM;F;35;22
DM;F;34;51
DS;M;48;77
DS;F;51;114
PF;F;16;6
DM;F;36;45
DS;M;52;136
DM;F;37;42
PE;M;19;18
PF;F;16;9
OL;F;19;33
DM;F;36;50
DM;M;37;60
DS;M;49;81
OL;M;23;39
DS;M;53;151
DS;M;52;136
OT;M;19;12
NL;M;34;177
DM;F;36;30
DS;F;48;137
PF;F;16;6
DS;M;53;150
PF;F;16;7
DM;M;36;40
DM;F;35;39
DM;M;38;49
DM;F;35;39
DM;M;37;44
DS;M;53;137
DM;M;36;50
DM;F;38;43
DS;F;48;126
DO;F;39;47
DS;F;53;120
PF;F;15;4
DS;M;48;100
DS;F;50;140
DS;F;47;104
PM;F;20;23
DM;F;37;53
PM;M;22;20
DS;M;47;101
PF;F;15;5
DS;M;46;69
DS;M;49;100
NL;M;29;55
DS;M;49;121
DM;M;36;50
DS;M;50;98
DS;F;47;90
DM;M;35;40
DM;M;36;42
DO;M;36;40
PF;M;14;7
OL;M;21;41
DM;M;35;60
PE;M;20;21
DM;M;37;53
PE;F;20;18
DM;F;35;44
PE;M;19;18
PP;F;21;12
DS;M;47;120
DM;F;37;45
NL;F;33;251
DS;M;51;94
PM;F;20;25
DM;F;34;42
DS;M;49;129
RM;F;17;15
DM;F;36;31
DM;M;35;29
DM;M;37;43
DM;M;37;46
DS;M;52;122
DS;M;51;136
DM;M;36;41
DM;F;37;56
DM;F;36;42
DS;F;50;151
DS;F;52;134
DS;F;52;161
NL;F;32;56
DS;M;48;142
DM;M;33;31
DS;F;50;120
DM;F;37;46
DO;F;34;47
DM;F;36;44
DS;M;48;95
OT;F;21;38
DM;F;35;45
DM;M;36;43
NL;F;33;208
DM;M;35;46
DS;M;48;135
DO;F;35;58
DM;M;37;50
DM;M;36;46
DM;M;36;45
DM;M;35;46
DM;F;35;38
DM;F;35;41
OT;F;21;26
DO;M;36;48
DM;F;34;47
DM;M;36;48
DM;M;36;45
DO;F;36;60
DS;F;50;120
DM;F;34;42
DO;F;34;56
DS;M;48;119
DS;F;49;108
DM;F;36;44
DM;M;35;41
DM;M;35;46
DS;M;49;101
DM;M;37;48
DS;F;51;96
OL;M;21;30
DM;F;36;39
DS;M;48;133
DM;M;37;47
DS;M;49;144
DM;F;36;41
DS;M;54;146
DS;M;51;74
PF;M;15;7
DS;F;57;136
DM;M;32;17
DM;F;33;17
DM;M;36;48
DM;F;34;41
DO;M;37;52
PF;M;15;7
DM;F;36;47
DO;F;35;52
DS;F;54;133
DS;M;49;135
PF;M;14;6
DO;M;34;48
DS;M;47;96
DS;F;50;82
DO;F;33;21
DS;F;50;123
PF;F;14;8
DS;M;52;148
DM;F;35;35
DO;F;38;63
DO;F;36;55
DS;F;50;119
DS;M;50;132
DM;F;37;41
PF;M;14;7
DS;M;51;137
DM;M;36;46
DS;M;53;152
DS;F;49;95
DS;F;48;71
DS;F;48;130
DM;M;37;44
DM;M;37;45
PF;F;14;9
DM;M;37;48
DM;F;35;50
DM;M;37;46
DS;M;49;103
PM;M;21;20
DM;M;38;48
DM;F;34;41
DM;M;36;53
PF;M;11;6
DS;M;54;133
DM;F;36;46
DM;F;35;38
DO;F;36;52
NL;M;32;87
DO;F;37;51
DS;M;49;103
DS;F;53;128
DS;F;47;62
DS;F;46;64
DO;M;36;47
DM;F;36;49
NL;M;34;91
DS;M;53;143
OL;M;21;30
PP;F;21;10
DS;F;55;140
DO;F;37;33
DS;M;53;148
DS;M;52;78
DM;M;35;24
DO;M;37;52
DM;M;34;38
DO;M;35;25
DS;F;50;121
DS;M;55;128
DS;F;50;90
PP;M;21;11
PF;M;15;6
PF;M;15;7
PP;F;22;15
DS;M;53;159
RM;F;18;12
OT;M;19;15
OL;F;22;36
DS;F;48;97
DS;M;51;138
NL;F;31;85
DM;M;37;48
DS;M;54;101
DM;F;36;43
PM;F;22;20
DS;F;52;100
DM;M;38;46
DM;F;35;39
DS;F;52;128
DM;F;37;42
DM;M;35;36
DM;M;36;44
DM;F;37;44
DM;F;34;26
PE;F;20;23
DS;M;47;119
DM;F;37;42
DM;M;37;36
NL;F;32;105
DM;F;36;40
DM;M;39;45
DM;M;37;53
PP;F;22;18
